"id_respondent","cultural_choice","cultural.choice_order","occupation_card","team"
"group2-24-04-25_17:54","занимаются йогой",1,"финансовый консультант","group2"
"group2-24-04-25_17:54","занимаются йогой",2,"администратор гостиницы","group2"
"group2-24-04-25_17:54","занимаются йогой",3,"школьный учитель","group2"
"group2-24-04-25_17:54","живут на петроградке",1,"агент по недвижимости","group2"
"group2-24-04-25_17:54","живут на петроградке",2,"архитектор","group2"
"group2-24-04-25_17:54","живут на петроградке",3,"университетский профессор","group2"
"group2-24-04-25_17:54","младше 30 лет",1,"бариста","group2"
"group2-24-04-25_17:54","младше 30 лет",2,"официант","group2"
"group2-24-04-25_17:54","младше 30 лет",3,"кассир","group2"
"group2-24-04-25_17:54","бывали на каникулах в италии",1,"архитектор","group2"
"group2-24-04-25_17:54","бывали на каникулах в италии",2,"агент по недвижимости","group2"
"group2-24-04-25_17:54","бывали на каникулах в италии",3,"руководитель отдела маркетинга и рекламы","group2"
"group2-24-04-25_17:54","придерживаются оппозиционных политических взглядов",1,"психотерапевт","group2"
"group2-24-04-25_17:54","придерживаются оппозиционных политических взглядов",2,"университетский профессор","group2"
"group2-24-04-25_17:54","придерживаются оппозиционных политических взглядов",3,"начальник отдела технического контроля","group2"
"group2-24-04-25_17:54","регулярно посещают психолога",1,"психотерапевт","group2"
"group2-24-04-25_17:54","регулярно посещают психолога",2,"мастер маникюра","group2"
"group2-24-04-25_17:54","регулярно посещают психолога",3,"начальник отдела кадров","group2"
"group2-24-04-25_17:54","были в мариинском театре в прошлом месяце",1,"артист оркестра","group2"
"group2-24-04-25_17:54","были в мариинском театре в прошлом месяце",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-24-04-25_17:54","были в мариинском театре в прошлом месяце",3,"архитектор","group2"
"group2-24-04-25_17:54","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",1,"бухгалтер","group2"
"group2-24-04-25_17:54","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"отделочник-универсал","group2"
"group2-24-04-25_17:54","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"мастер маникюра","group2"
"group2-24-04-25_17:54","не ходят к зубному врачу пока не болят зубы",1,"повар","group2"
"group2-24-04-25_17:54","не ходят к зубному врачу пока не болят зубы",2,"товаровед","group2"
"group2-24-04-25_17:54","не ходят к зубному врачу пока не болят зубы",3,"водитель такси","group2"
"group2-24-04-25_17:54","любят стендап",1,"психотерапевт","group2"
"group2-24-04-25_17:54","любят стендап",2,"архитектор","group2"
"group2-24-04-25_17:54","любят стендап",3,"начальник отдела кадров","group2"
"group2-24-04-25_17:54","живут в мурино",1,"отделочник-универсал","group2"
"group2-24-04-25_17:54","живут в мурино",2,"научный сотрудник","group2"
"group2-24-04-25_17:54","живут в мурино",3,"веб-дизайнер","group2"
"group2-20-05-2025_00:58","пьют фильтр-кофе или напитки на основе эспрессо",1,"бариста","group2"
"group2-20-05-2025_00:58","пьют фильтр-кофе или напитки на основе эспрессо",2,"агент по недвижимости","group2"
"group2-20-05-2025_00:58","пьют фильтр-кофе или напитки на основе эспрессо",3,"менеджер по продажам","group2"
"group2-20-05-2025_00:58","были на спортивном матче в последние полгода",1,"лейтенант вмф","group2"
"group2-20-05-2025_00:58","были на спортивном матче в последние полгода",2,"охранник","group2"
"group2-20-05-2025_00:58","были на спортивном матче в последние полгода",3,"прораб","group2"
"group2-20-05-2025_00:58","старше 60 лет",1,"университетский профессор","group2"
"group2-20-05-2025_00:58","старше 60 лет",2,"школьный учитель","group2"
"group2-20-05-2025_00:58","старше 60 лет",3,"охранник","group2"
"group2-20-05-2025_00:58","отдыхают в турции",1,"начальник отдела технического контроля","group2"
"group2-20-05-2025_00:58","отдыхают в турции",2,"бухгалтер","group2"
"group2-20-05-2025_00:58","отдыхают в турции",3,"менеджер по продажам","group2"
"group2-20-05-2025_00:58","ежедневно проводят в соцсетях свыше двух часов",1,"дизайнер интерьеров","group2"
"group2-20-05-2025_00:58","ежедневно проводят в соцсетях свыше двух часов",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-05-2025_00:58","ежедневно проводят в соцсетях свыше двух часов",3,"веб-дизайнер","group2"
"group2-20-05-2025_00:58","регулярно посещают церковь",1,"школьный учитель","group2"
"group2-20-05-2025_00:58","регулярно посещают церковь",2,"охранник","group2"
"group2-20-05-2025_00:58","регулярно посещают церковь",3,"грузчик","group2"
"group2-20-05-2025_00:58","любят салат оливье",1,"кассир","group2"
"group2-20-05-2025_00:58","любят салат оливье",2,"секретарь","group2"
"group2-20-05-2025_00:58","любят салат оливье",3,"продавец-консультант","group2"
"group2-20-05-2025_00:58","имеют троих детей",1,"уборщик помещений","group2"
"group2-20-05-2025_00:58","имеют троих детей",2,"прораб","group2"
"group2-20-05-2025_00:58","имеют троих детей",3,"воспитатель","group2"
"group2-20-05-2025_00:58","регулярно выезжают на шашлыки",1,"токарь","group2"
"group2-20-05-2025_00:58","регулярно выезжают на шашлыки",2,"охранник","group2"
"group2-20-05-2025_00:58","регулярно выезжают на шашлыки",3,"электромонтер","group2"
"group2-20-05-2025_00:58","не празднуют 8 марта и 23 февраля",1,"водитель такси","group2"
"group2-20-05-2025_00:58","не празднуют 8 марта и 23 февраля",2,"лейтенант вмф","group2"
"group2-20-05-2025_00:58","не празднуют 8 марта и 23 февраля",3,"токарь","group2"
"group2-20-05-2025_00:58","носят натуральную дубленку или шубу из натурального меха",1,"артист оркестра","group2"
"group2-20-05-2025_00:58","носят натуральную дубленку или шубу из натурального меха",2,"финансовый консультант","group2"
"group2-20-05-2025_00:58","носят натуральную дубленку или шубу из натурального меха",3,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-05-2025_00:58","пьют баночное пиво из супермаркета",1,"грузчик","group2"
"group2-20-05-2025_00:58","пьют баночное пиво из супермаркета",2,"охранник","group2"
"group2-20-05-2025_00:58","пьют баночное пиво из супермаркета",3,"электромонтер","group2"
"group2-20-05-2025_00:58","носят adidas",1,"водитель такси","group2"
"group2-20-05-2025_00:58","носят adidas",2,"лейтенант вмф","group2"
"group2-20-05-2025_00:58","носят adidas",3,"прораб","group2"
"group2-20-05-2025_00:58","покупают в среднем две книги в месяц",1,"школьный учитель","group2"
"group2-20-05-2025_00:58","покупают в среднем две книги в месяц",2,"университетский профессор","group2"
"group2-20-05-2025_00:58","покупают в среднем две книги в месяц",3,"научный сотрудник","group2"
"group2-20-05-2025_00:58","имеют абонемент в фитнес-клуб",1,"дизайнер интерьеров","group2"
"group2-20-05-2025_00:58","имеют абонемент в фитнес-клуб",2,"психотерапевт","group2"
"group2-20-05-2025_00:58","имеют абонемент в фитнес-клуб",3,"финансовый консультант","group2"
"group2-20-05-2025_00:58","читают донцову",1,"охранник","group2"
"group2-20-05-2025_00:58","читают донцову",2,"кассир","group2"
"group2-20-05-2025_00:58","читают донцову",3,"бухгалтер","group2"
"group2-20-05-2025_00:58","любят песни шамана",1,"лейтенант вмф","group2"
"group2-20-05-2025_00:58","любят песни шамана",2,"охранник","group2"
"group2-20-05-2025_00:58","любят песни шамана",3,"токарь","group2"
"group2-20-05-2025_00:58","смотрят фестивальное кино",1,"артист оркестра","group2"
"group2-20-05-2025_00:58","смотрят фестивальное кино",2,"архитектор","group2"
"group2-20-05-2025_00:58","смотрят фестивальное кино",3,"дизайнер интерьеров","group2"
"group2-20-05-2025_00:58","покупают продукты в вкусвилле",1,"юрист","group2"
"group2-20-05-2025_00:58","покупают продукты в вкусвилле",2,"менеджер по продажам","group2"
"group2-20-05-2025_00:58","покупают продукты в вкусвилле",3,"финансовый консультант","group2"
"group2-20-05-2025_00:58","смотрят телеканал нтв",1,"водитель бензовоза","group2"
"group2-20-05-2025_00:58","смотрят телеканал нтв",2,"токарь","group2"
"group2-20-05-2025_00:58","смотрят телеканал нтв",3,"охранник","group2"
"group2-20-05-2025_00:58","вегетарианцы",1,"веб-дизайнер","group2"
"group2-20-05-2025_00:58","вегетарианцы",2,"дизайнер интерьеров","group2"
"group2-20-05-2025_00:58","вегетарианцы",3,"бариста","group2"
"group2-20-05-2025_00:58","прыгали с парашютом",1,"психотерапевт","group2"
"group2-20-05-2025_00:58","прыгали с парашютом",2,"финансовый консультант","group2"
"group2-20-05-2025_00:58","прыгали с парашютом",3,"юрист","group2"
"group2-20-05-2025_00:58","знают французский",1,"школьный учитель","group2"
"group2-20-05-2025_00:58","знают французский",2,"университетский профессор","group2"
"group2-20-05-2025_00:58","знают французский",3,"артист оркестра","group2"
"group2-20-05-2025_00:58","зарабатывают больше 200 тысяч рублей в месяц",1,"финансовый консультант","group2"
"group2-20-05-2025_00:58","зарабатывают больше 200 тысяч рублей в месяц",2,"агент по недвижимости","group2"
"group2-20-05-2025_00:58","зарабатывают больше 200 тысяч рублей в месяц",3,"разработчик программного обеспечения","group2"
"group2-20-05-2025_00:58","занимаются йогой",1,"бариста","group2"
"group2-20-05-2025_00:58","занимаются йогой",2,"мастер маникюра","group2"
"group2-20-05-2025_00:58","занимаются йогой",3,"дизайнер интерьеров","group2"
"group2-20-05-2025_00:58","младше 30 лет",1,"бариста","group2"
"group2-20-05-2025_00:58","младше 30 лет",2,"официант","group2"
"group2-20-05-2025_00:58","младше 30 лет",3,"секретарь","group2"
"group2-20-05-2025_00:58","бывали на каникулах в италии",1,"разработчик программного обеспечения","group2"
"group2-20-05-2025_00:58","бывали на каникулах в италии",2,"финансовый консультант","group2"
"group2-20-05-2025_00:58","бывали на каникулах в италии",3,"агент по недвижимости","group2"
"group2-20-05-2025_00:58","придерживаются оппозиционных политических взглядов",1,"дизайнер интерьеров","group2"
"group2-20-05-2025_00:58","придерживаются оппозиционных политических взглядов",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-05-2025_00:58","придерживаются оппозиционных политических взглядов",3,"разработчик программного обеспечения","group2"
"group2-20-05-2025_00:58","регулярно посещают психолога",1,"дизайнер интерьеров","group2"
"group2-20-05-2025_00:58","регулярно посещают психолога",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-20-05-2025_00:58","регулярно посещают психолога",3,"веб-дизайнер","group2"
"group2-20-05-2025_00:58","были в мариинском театре в прошлом месяце",1,"артист оркестра","group2"
"group2-20-05-2025_00:58","были в мариинском театре в прошлом месяце",2,"университетский профессор","group2"
"group2-20-05-2025_00:58","были в мариинском театре в прошлом месяце",3,"юрист","group2"
"group2-20-05-2025_00:58","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",1,"мастер маникюра","group2"
"group2-20-05-2025_00:58","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"бариста","group2"
"group2-20-05-2025_00:58","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"официант","group2"
"group2-20-05-2025_00:58","не ходят к зубному врачу пока не болят зубы",1,"школьный учитель","group2"
"group2-20-05-2025_00:58","не ходят к зубному врачу пока не болят зубы",2,"воспитатель","group2"
"group2-20-05-2025_00:58","не ходят к зубному врачу пока не болят зубы",3,"охранник","group2"
"group2-20-05-2025_00:58","любят стендап",1,"бариста","group2"
"group2-20-05-2025_00:58","любят стендап",2,"мастер маникюра","group2"
"group2-20-05-2025_00:58","любят стендап",3,"секретарь","group2"
"group2-20-05-2025_00:58","живут в мурино",1,"токарь","group2"
"group2-20-05-2025_00:58","живут в мурино",2,"водитель бензовоза","group2"
"group2-20-05-2025_00:58","живут в мурино",3,"отделочник-универсал","group2"
"group2-21-04-2025_18:00","пьют фильтр-кофе или напитки на основе эспрессо",1,"бухгалтер","group2"
"group2-21-04-2025_18:00","пьют фильтр-кофе или напитки на основе эспрессо",2,"веб-дизайнер","group2"
"group2-21-04-2025_18:00","пьют фильтр-кофе или напитки на основе эспрессо",3,"финансовый консультант","group2"
"group2-21-04-2025_18:00","были на спортивном матче в последние полгода",1,"разработчик программного обеспечения","group2"
"group2-21-04-2025_18:00","были на спортивном матче в последние полгода",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-21-04-2025_18:00","были на спортивном матче в последние полгода",3,"прораб","group2"
"group2-21-04-2025_18:00","старше 60 лет",1,"бухгалтер","group2"
"group2-21-04-2025_18:00","старше 60 лет",2,"начальник отдела кадров","group2"
"group2-21-04-2025_18:00","старше 60 лет",3,"веб-дизайнер","group2"
"group2-21-04-2025_18:00","отдыхают в турции",1,"дизайнер интерьеров","group2"
"group2-21-04-2025_18:00","отдыхают в турции",2,"агент по недвижимости","group2"
"group2-21-04-2025_18:00","отдыхают в турции",3,"руководитель отдела маркетинга и рекламы","group2"
"group2-21-04-2025_18:00","ежедневно проводят в соцсетях свыше двух часов",1,"мастер маникюра","group2"
"group2-21-04-2025_18:00","ежедневно проводят в соцсетях свыше двух часов",2,"воспитатель","group2"
"group2-21-04-2025_18:00","ежедневно проводят в соцсетях свыше двух часов",3,"агент по недвижимости","group2"
"group2-21-04-2025_18:00","регулярно посещают церковь",1,"уборщик помещений","group2"
"group2-21-04-2025_18:00","регулярно посещают церковь",2,"школьный учитель","group2"
"group2-21-04-2025_18:00","регулярно посещают церковь",3,"медсестра","group2"
"group2-21-04-2025_18:00","любят салат оливье",1,"прораб","group2"
"group2-21-04-2025_18:00","любят салат оливье",2,"воспитатель","group2"
"group2-21-04-2025_18:00","любят салат оливье",3,"школьный учитель","group2"
"group2-21-04-2025_18:00","имеют троих детей",1,"повар","group2"
"group2-21-04-2025_18:00","имеют троих детей",2,"менеджер по продажам","group2"
"group2-21-04-2025_18:00","имеют троих детей",3,"токарь","group2"
"group2-21-04-2025_18:00","не празднуют 8 марта и 23 февраля",1,"руководитель отдела маркетинга и рекламы","group2"
"group2-21-04-2025_18:00","не празднуют 8 марта и 23 февраля",2,"разработчик программного обеспечения","group2"
"group2-21-04-2025_18:00","не празднуют 8 марта и 23 февраля",3,"психотерапевт","group2"
"group2-21-04-2025_18:00","носят натуральную дубленку или шубу из натурального меха",1,"бухгалтер","group2"
"group2-21-04-2025_18:00","носят натуральную дубленку или шубу из натурального меха",2,"артист оркестра","group2"
"group2-21-04-2025_18:00","носят натуральную дубленку или шубу из натурального меха",3,"агент по недвижимости","group2"
"group2-21-04-2025_18:00","пьют баночное пиво из супермаркета",1,"токарь","group2"
"group2-21-04-2025_18:00","пьют баночное пиво из супермаркета",2,"уборщик помещений","group2"
"group2-21-04-2025_18:00","пьют баночное пиво из супермаркета",3,"грузчик","group2"
"group2-21-04-2025_18:00","носят adidas",1,"медсестра","group2"
"group2-21-04-2025_18:00","носят adidas",2,"мастер маникюра","group2"
"group2-21-04-2025_18:00","носят adidas",3,"электромонтер","group2"
"group2-21-04-2025_18:00","покупают в среднем две книги в месяц",1,"школьный учитель","group2"
"group2-21-04-2025_18:00","покупают в среднем две книги в месяц",2,"психотерапевт","group2"
"group2-21-04-2025_18:00","покупают в среднем две книги в месяц",3,"университетский профессор","group2"
"group2-21-04-2025_18:00","имеют абонемент в фитнес-клуб",1,"начальник отдела кадров","group2"
"group2-21-04-2025_18:00","имеют абонемент в фитнес-клуб",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-21-04-2025_18:00","имеют абонемент в фитнес-клуб",3,"администратор гостиницы","group2"
"group2-21-04-2025_18:00","любят песни шамана",1,"водитель бензовоза","group2"
"group2-21-04-2025_18:00","любят песни шамана",2,"врач отоларинголог","group2"
"group2-21-04-2025_18:00","любят песни шамана",3,"администратор гостиницы","group2"
"group2-21-04-2025_18:00","смотрят фестивальное кино",1,"артист оркестра","group2"
"group2-21-04-2025_18:00","смотрят фестивальное кино",2,"юрист","group2"
"group2-21-04-2025_18:00","смотрят фестивальное кино",3,"университетский профессор","group2"
"group2-21-04-2025_18:00","покупают продукты в вкусвилле",1,"врач отоларинголог","group2"
"group2-21-04-2025_18:00","покупают продукты в вкусвилле",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-21-04-2025_18:00","покупают продукты в вкусвилле",3,"начальник отдела кадров","group2"
"group2-21-04-2025_18:00","смотрят телеканал нтв",1,"уборщик помещений","group2"
"group2-21-04-2025_18:00","смотрят телеканал нтв",2,"грузчик","group2"
"group2-21-04-2025_18:00","смотрят телеканал нтв",3,"охранник","group2"
"group2-21-04-2025_18:00","вегетарианцы",1,"психотерапевт","group2"
"group2-21-04-2025_18:00","вегетарианцы",2,"финансовый консультант","group2"
"group2-21-04-2025_18:00","вегетарианцы",3,"начальник отдела кадров","group2"
"group2-21-04-2025_18:00","прыгали с парашютом",1,"лейтенант вмф","group2"
"group2-21-04-2025_18:00","прыгали с парашютом",2,"охранник","group2"
"group2-21-04-2025_18:00","прыгали с парашютом",3,"грузчик","group2"
"group2-21-04-2025_18:00","знают французский",1,"веб-дизайнер","group2"
"group2-21-04-2025_18:00","знают французский",2,"научный сотрудник","group2"
"group2-21-04-2025_18:00","знают французский",3,"руководитель отдела маркетинга и рекламы","group2"
"group2-21-04-2025_18:00","занимаются йогой",1,"бариста","group2"
"group2-21-04-2025_18:00","занимаются йогой",2,"официант","group2"
"group2-21-04-2025_18:00","занимаются йогой",3,"медсестра","group2"
"group2-21-04-2025_18:00","живут на петроградке",1,"агент по недвижимости","group2"
"group2-21-04-2025_18:00","живут на петроградке",2,"дизайнер интерьеров","group2"
"group2-21-04-2025_18:00","живут на петроградке",3,"разработчик программного обеспечения","group2"
"group2-21-04-2025_18:00","младше 30 лет",1,"бариста","group2"
"group2-21-04-2025_18:00","младше 30 лет",2,"медсестра","group2"
"group2-21-04-2025_18:00","младше 30 лет",3,"официант","group2"
"group2-21-04-2025_18:00","бывали на каникулах в италии",1,"начальник отдела кадров","group2"
"group2-21-04-2025_18:00","бывали на каникулах в италии",2,"руководитель отдела маркетинга и рекламы","group2"
"group2-21-04-2025_18:00","бывали на каникулах в италии",3,"веб-дизайнер","group2"
"group2-21-04-2025_18:00","придерживаются оппозиционных политических взглядов",1,"университетский профессор","group2"
"group2-21-04-2025_18:00","придерживаются оппозиционных политических взглядов",2,"научный сотрудник","group2"
"group2-21-04-2025_18:00","придерживаются оппозиционных политических взглядов",3,"начальник отдела кадров","group2"
"group2-21-04-2025_18:00","регулярно посещают психолога",1,"начальник отдела кадров","group2"
"group2-21-04-2025_18:00","регулярно посещают психолога",2,"юрист","group2"
"group2-21-04-2025_18:00","регулярно посещают психолога",3,"университетский профессор","group2"
"group2-21-04-2025_18:00","были в мариинском театре в прошлом месяце",1,"архитектор","group2"
"group2-21-04-2025_18:00","были в мариинском театре в прошлом месяце",2,"университетский профессор","group2"
"group2-21-04-2025_18:00","были в мариинском театре в прошлом месяце",3,"артист оркестра","group2"
"group2-21-04-2025_18:00","не ходят к зубному врачу пока не болят зубы",1,"токарь","group2"
"group2-21-04-2025_18:00","не ходят к зубному врачу пока не болят зубы",2,"кассир","group2"
"group2-21-04-2025_18:00","не ходят к зубному врачу пока не болят зубы",3,"мастер маникюра","group2"
"group2-21-04-2025_18:00","любят стендап",1,"юрист","group2"
"group2-21-04-2025_18:00","любят стендап",2,"официант","group2"
"group2-21-04-2025_18:00","любят стендап",3,"мастер маникюра","group2"
"group2-21-04-2025_18:00","живут в мурино",1,"водитель такси","group2"
"group2-21-04-2025_18:00","живут в мурино",2,"прораб","group2"
"group2-21-04-2025_18:00","живут в мурино",3,"отделочник-универсал","group2"
"group3-29-04-25_20:58","пьют фильтр-кофе или напитки на основе эспрессо",1,"веб-дизайнер","group3"
"group3-29-04-25_20:58","пьют фильтр-кофе или напитки на основе эспрессо",2,"менеджер по продажам","group3"
"group3-29-04-25_20:58","пьют фильтр-кофе или напитки на основе эспрессо",3,"бариста","group3"
"group3-29-04-25_20:58","были на спортивном матче в последние полгода",1,"инженер-конструктор","group3"
"group3-29-04-25_20:58","были на спортивном матче в последние полгода",2,"прораб","group3"
"group3-29-04-25_20:58","были на спортивном матче в последние полгода",3,"охранник","group3"
"group3-29-04-25_20:58","старше 60 лет",1,"врач отоларинголог","group3"
"group3-29-04-25_20:58","старше 60 лет",2,"охранник","group3"
"group3-29-04-25_20:58","старше 60 лет",3,"университетский профессор","group3"
"group3-29-04-25_20:58","отдыхают в турции",1,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","отдыхают в турции",2,"секретарь","group3"
"group3-29-04-25_20:58","отдыхают в турции",3,"мастер маникюра","group3"
"group3-29-04-25_20:58","любят салат оливье",1,"охранник","group3"
"group3-29-04-25_20:58","любят салат оливье",2,"научный сотрудник","group3"
"group3-29-04-25_20:58","любят салат оливье",3,"университетский профессор","group3"
"group3-29-04-25_20:58","регулярно посещают церковь",1,"архитектор","group3"
"group3-29-04-25_20:58","регулярно посещают церковь",2,"артист оркестра","group3"
"group3-29-04-25_20:58","регулярно посещают церковь",3,"лейтенант вмф","group3"
"group3-29-04-25_20:58","носят натуральную дубленку или шубу из натурального меха",1,"секретарь","group3"
"group3-29-04-25_20:58","носят натуральную дубленку или шубу из натурального меха",2,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","носят натуральную дубленку или шубу из натурального меха",3,"мастер маникюра","group3"
"group3-29-04-25_20:58","не празднуют 8 марта и 23 февраля",1,"охранник","group3"
"group3-29-04-25_20:58","не празднуют 8 марта и 23 февраля",2,"научный сотрудник","group3"
"group3-29-04-25_20:58","не празднуют 8 марта и 23 февраля",3,"университетский профессор","group3"
"group3-29-04-25_20:58","регулярно выезжают на шашлыки",1,"токарь","group3"
"group3-29-04-25_20:58","регулярно выезжают на шашлыки",2,"электромонтер","group3"
"group3-29-04-25_20:58","регулярно выезжают на шашлыки",3,"инженер-конструктор","group3"
"group3-29-04-25_20:58","имеют троих детей",1,"прораб","group3"
"group3-29-04-25_20:58","имеют троих детей",2,"повар","group3"
"group3-29-04-25_20:58","имеют троих детей",3,"уборщик помещений","group3"
"group3-29-04-25_20:58","ежедневно проводят в соцсетях свыше двух часов",1,"менеджер по продажам","group3"
"group3-29-04-25_20:58","ежедневно проводят в соцсетях свыше двух часов",2,"школьный учитель","group3"
"group3-29-04-25_20:58","ежедневно проводят в соцсетях свыше двух часов",3,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","любят стендап",1,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","любят стендап",2,"разработчик программного обеспечения","group3"
"group3-29-04-25_20:58","любят стендап",3,"мастер маникюра","group3"
"group3-29-04-25_20:58","живут на петроградке",1,"университетский профессор","group3"
"group3-29-04-25_20:58","живут на петроградке",2,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","живут на петроградке",3,"бухгалтер","group3"
"group3-29-04-25_20:58","смотрят фестивальное кино",1,"архитектор","group3"
"group3-29-04-25_20:58","смотрят фестивальное кино",2,"разработчик программного обеспечения","group3"
"group3-29-04-25_20:58","смотрят фестивальное кино",3,"веб-дизайнер","group3"
"group3-29-04-25_20:58","живут в мурино",1,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","живут в мурино",2,"менеджер по продажам","group3"
"group3-29-04-25_20:58","младше 30 лет",1,"администратор гостиницы","group3"
"group3-29-04-25_20:58","младше 30 лет",2,"менеджер по продажам","group3"
"group3-29-04-25_20:58","младше 30 лет",3,"бариста","group3"
"group3-29-04-25_20:58","покупают продукты в вкусвилле",1,"дизайнер интерьеров","group3"
"group3-29-04-25_20:58","покупают продукты в вкусвилле",2,"менеджер по продажам","group3"
"group3-29-04-25_20:58","покупают продукты в вкусвилле",3,"бариста","group3"
"group3-29-04-25_20:58","регулярно посещают психолога",1,"школьный учитель","group3"
"group3-29-04-25_20:58","регулярно посещают психолога",2,"бариста","group3"
"group3-29-04-25_20:58","регулярно посещают психолога",3,"воспитатель","group3"
"group3-29-04-25_20:58","смотрят телеканал нтв",1,"медсестра","group3"
"group3-29-04-25_20:58","смотрят телеканал нтв",2,"школьный учитель","group3"
"group3-29-04-25_20:58","смотрят телеканал нтв",3,"кассир","group3"
"group3-29-04-25_20:58","носят adidas",1,"охранник","group3"
"group3-29-04-25_20:58","носят adidas",2,"грузчик","group3"
"group3-29-04-25_20:58","носят adidas",3,"прораб","group3"
"group3-29-04-25_20:58","были в мариинском театре в прошлом месяце",1,"секретарь","group3"
"group3-29-04-25_20:58","были в мариинском театре в прошлом месяце",2,"мастер маникюра","group3"
"group3-29-04-25_20:58","были в мариинском театре в прошлом месяце",3,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","вегетарианцы",1,"секретарь","group3"
"group3-29-04-25_20:58","вегетарианцы",2,"бариста","group3"
"group3-29-04-25_20:58","вегетарианцы",3,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","пьют баночное пиво из супермаркета",1,"токарь","group3"
"group3-29-04-25_20:58","пьют баночное пиво из супермаркета",2,"охранник","group3"
"group3-29-04-25_20:58","пьют баночное пиво из супермаркета",3,"грузчик","group3"
"group3-29-04-25_20:58","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",1,"дизайнер интерьеров","group3"
"group3-29-04-25_20:58","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",2,"мастер маникюра","group3"
"group3-29-04-25_20:58","имеют подписку на онлайн-кинотеатры или стриминговые сервисы",3,"артист оркестра","group3"
"group3-29-04-25_20:58","зарабатывают больше 200 тысяч рублей в месяц",1,"начальник отдела кадров","group3"
"group3-29-04-25_20:58","зарабатывают больше 200 тысяч рублей в месяц",2,"инженер-конструктор","group3"
"group3-29-04-25_20:58","зарабатывают больше 200 тысяч рублей в месяц",3,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","читают донцову",1,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","читают донцову",2,"секретарь","group3"
"group3-29-04-25_20:58","читают донцову",3,"бухгалтер","group3"
"group3-29-04-25_20:58","не ходят к зубному врачу пока не болят зубы",1,"охранник","group3"
"group3-29-04-25_20:58","не ходят к зубному врачу пока не болят зубы",2,"веб-дизайнер","group3"
"group3-29-04-25_20:58","не ходят к зубному врачу пока не болят зубы",3,"разработчик программного обеспечения","group3"
"group3-29-04-25_20:58","занимаются йогой",1,"мастер маникюра","group3"
"group3-29-04-25_20:58","занимаются йогой",2,"секретарь","group3"
"group3-29-04-25_20:58","занимаются йогой",3,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","любят песни шамана",1,"университетский профессор","group3"
"group3-29-04-25_20:58","любят песни шамана",2,"школьный учитель","group3"
"group3-29-04-25_20:58","любят песни шамана",3,"водитель такси","group3"
"group3-29-04-25_20:58","бывали на каникулах в италии",1,"агент по недвижимости","group3"
"group3-29-04-25_20:58","бывали на каникулах в италии",2,"университетский профессор","group3"
"group3-29-04-25_20:58","бывали на каникулах в италии",3,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","прыгали с парашютом",1,"секретарь","group3"
"group3-29-04-25_20:58","прыгали с парашютом",2,"медсестра","group3"
"group3-29-04-25_20:58","прыгали с парашютом",3,"менеджер по продажам","group3"
"group3-29-04-25_20:58","покупают в среднем две книги в месяц",1,"дизайнер интерьеров","group3"
"group3-29-04-25_20:58","покупают в среднем две книги в месяц",2,"бариста","group3"
"group3-29-04-25_20:58","покупают в среднем две книги в месяц",3,"веб-дизайнер","group3"
"group3-29-04-25_20:58","придерживаются оппозиционных политических взглядов",1,"школьный учитель","group3"
"group3-29-04-25_20:58","придерживаются оппозиционных политических взглядов",2,"бариста","group3"
"group3-29-04-25_20:58","придерживаются оппозиционных политических взглядов",3,"университетский профессор","group3"
"group3-29-04-25_20:58","знают французский",1,"повар","group3"
"group3-29-04-25_20:58","знают французский",2,"университетский профессор","group3"
"group3-29-04-25_20:58","знают французский",3,"руководитель отдела маркетинга и рекламы","group3"
"group3-29-04-25_20:58","имеют абонемент в фитнес-клуб",1,"охранник","group3"
